"Curvature","Variability","xMid","sigma","alphahat","betahat","thetahat","replicate","statistic"
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,796,80.5397237914619
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,797,75.9795588084104
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,798,90.9716493637612
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,799,99.3203339688586
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,800,95.392905400029
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,801,76.4860833744968
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,802,71.6621550098246
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,803,78.9365804582939
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,804,132.849212091721
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,805,84.788698229703
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,806,76.9955075949974
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,807,129.661094574874
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,808,88.0602103991113
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,809,95.4752002588813
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,810,84.2528065902995
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,811,98.6755495001757
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,812,67.862013401387
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,813,71.2384307831894
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,814,105.569961661036
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,815,79.5226234118196
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,816,77.0486690430707
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,817,89.1779565499743
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,818,117.161554344215
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,819,69.4297952851877
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,820,81.9900023528529
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,821,67.3808589533445
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,822,116.413046119029
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,823,94.6111833585669
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,824,110.131121135519
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,825,79.0999180832965
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,826,89.4486010764854
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,827,109.721064422328
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,828,85.6501395693262
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,829,93.4944312433948
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,830,54.782901031407
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,831,84.2977400390786
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,832,82.7702444929395
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,833,76.777889703091
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,834,134.066246108478
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,835,86.3640486360916
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,836,81.4417837853684
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,837,86.3009133121391
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,838,109.191633654431
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,839,85.7708248236601
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,840,87.4684363301957
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,841,93.0251120225998
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,842,116.845394992607
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,843,96.3706683752025
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,844,89.8049573045938
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,845,65.6596055317691
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,846,98.3858318281181
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,847,73.9952190890802
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,848,103.574554231702
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,849,50.2974329184048
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,850,73.0473884695935
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,851,93.1904342348564
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,852,88.350541338733
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,853,89.0273357321967
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,854,93.9845389852438
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,855,65.0814478050166
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,856,98.6071771279556
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,857,58.892757242152
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,858,86.9717925087282
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,859,109.986988706001
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,860,84.851496568885
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,861,101.054746757683
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,862,70.3369046105939
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,863,97.227325987262
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,864,56.5500678370556
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,865,61.6812418547541
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,866,91.0557712978002
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,867,90.3031036176203
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,868,148.046879463019
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,869,170.037456977751
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,870,88.6648878550691
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,871,103.008307461972
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,872,121.684497246921
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,873,90.7864257920026
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,874,103.983570205398
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,875,81.5765650906418
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,876,79.7829125768824
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,877,117.150769423258
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,878,94.4874791520663
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,879,100.742427933628
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,880,112.348597508259
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,881,85.6139806846411
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,882,92.0723504749352
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,883,92.0174296675656
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,884,100.821305299087
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,885,132.369577475301
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,886,71.4720349511387
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,887,105.016000404785
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,888,80.0500484930005
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,889,98.239573946412
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,890,92.8306798229784
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,891,87.4056476888932
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,892,83.7740038132538
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,893,142.210408411046
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,894,95.9946530338347
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,895,100.190403256444
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,896,105.361611953975
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,897,108.257639306784
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,898,62.4662023997071
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,899,111.094628442695
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,900,86.1992364905817
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,901,117.951444204395
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,902,84.1166813491931
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,903,97.1562856359362
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,904,81.5067831850057
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,905,86.068168809492
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,906,68.2584431419227
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,907,91.4593348518514
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,908,86.8544027777051
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,909,86.4918252803359
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,910,61.477880440593
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,911,108.132879320507
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,912,71.9526004379576
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,913,72.6987360644446
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,914,94.2238598651984
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,915,97.9492727863577
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,916,73.9945128074917
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,917,77.920449766651
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,918,100.884893644846
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,919,88.6062126090087
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,920,86.4791711158521
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,921,79.4284589560178
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,922,91.2866240590658
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,923,110.483830659641
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,924,111.602731158492
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,925,91.889651086369
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,926,71.9541317269045
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,927,90.1112267218463
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,928,103.828096214802
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,929,77.9021120786357
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,930,98.0070023211302
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,931,81.1675676970169
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,932,105.288833941498
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,933,75.9315978133321
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,934,108.729984723215
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,935,91.8959740740535
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,936,103.818101537139
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,937,117.708625629621
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,938,95.2236931393941
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,939,84.6303455475159
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,940,103.951845196356
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,941,73.5429540826837
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,942,89.7362883332744
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,943,93.2142198241687
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,944,113.925729851552
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,945,92.139033557229
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,946,103.30326534273
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,947,89.9873166755279
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,948,81.7707279478826
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,949,108.812525902623
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,950,94.6408636540188
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,951,83.7724213526384
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,952,74.9096584187832
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,953,90.9594082262453
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,954,92.8309477328291
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,955,77.9480440041645
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,956,109.458316192672
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,957,104.98633759633
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,958,148.944056845554
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,959,84.5548691632887
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,960,97.8566034501017
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,961,89.4075474449629
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,962,102.065255184549
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,963,67.476946718112
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,964,78.2804527285613
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,965,108.499660022503
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,966,95.6866030929191
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,967,87.012732972679
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,968,75.4609026413903
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,969,97.6522889008184
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,970,118.614773527048
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,971,113.199941777471
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,972,84.3979554394891
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,973,106.538513717855
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,974,89.3755130920332
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,975,112.299921757367
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,976,63.2236079558803
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,977,58.8119456525396
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,978,96.0120795372441
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,979,126.164983592844
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,980,75.2335008551972
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,981,103.096933968394
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,982,92.1077953312069
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,983,111.754298427574
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,984,86.4628319165301
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,985,119.212136466692
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,986,118.226797290905
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,987,84.505002881545
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,988,78.0380375155876
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,989,98.8157540183025
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,990,130.10256892755
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,991,83.4688138677188
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,992,79.1548278574988
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,993,145.000307618046
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,994,111.870931906564
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,995,84.1452792117246
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,996,119.808370985363
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,997,83.8809690433867
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,998,79.4156303762999
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,999,112.649192634037
"Obvious Curvature","Low",14.5,0.25,0.911637858628975,0.230109681833433,9.10145798620311,1000,80.6877592586257
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,1,244.578765585536
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,2,257.287454911406
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,3,220.287917507912
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,4,203.256490310729
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,5,244.181645648952
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,6,209.32132974277
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,7,216.401127707739
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,8,198.843477858018
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,9,256.532991776982
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,10,210.180442193219
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,11,261.16254843417
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,12,237.730483998381
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,13,220.580716846082
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,14,260.779278138323
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,15,223.752025025221
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,16,222.948960523549
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,17,258.232122937889
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,18,222.486530503819
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,19,257.851770147969
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,20,243.110456206523
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,21,270.725188418225
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,22,196.866948732225
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,23,287.129814348544
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,24,246.648389313987
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,25,189.018584869161
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,26,266.145558670385
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,27,297.540780818317
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,28,233.532470538049
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,29,290.259003078681
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,30,240.328008377899
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,31,238.695053925826
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,32,260.665134584197
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,33,229.639442994716
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,34,179.027763643905
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,35,276.702721333489
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,36,254.836112018194
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,37,223.059956032826
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,38,251.285343558635
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,39,286.988519406871
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,40,251.610464727557
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,41,212.733357209232
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,42,247.679765919446
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,43,184.904860492669
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,44,288.452597320534
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,45,268.604656990595
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,46,204.382578235547
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,47,223.115588851665
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,48,252.374167134878
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,49,186.242666778244
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,50,234.526927461662
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,51,260.005065868937
"Noticeable Curvature","Low",13,0.12,6.86494349599586,0.132338150180844,3.14259333148924,52,230.629948365243
